"","c..d1.MZ619041.1....d1.MZ229304.1....d1.MZ229305.1....d1.MZ312926.1..."
"984","d1.MN886855.1"
"985","d1.MN886857.1"
"986","d1.MN886859.1"
"987","d1.MN886858.1"
"988","d1.MN886861.1"
"989","d1.MN886860.1"
"990","d1.MN886862.1"
"991","d1.MN886864.1"
"992","d1.MN886865.1"
"993","d1.MN886863.1"
"994","d1.MN886866.1"
"995","d1.MN886867.1"
"996","d1.MN886868.1"
"997","d1.MN886869.1"
"998","d1.MN886870.1"
"999","d1.MN886871.1"
"1000","d1.MN886873.1"
"1001","d1.MN886872.1"
"1002","d1.MN886874.1"
"1003","d1.MN886875.1"
"1004","d1.MN886877.1"
"1005","d1.MN886876.1"
"1006","d1.MN886878.1"
"1007","d1.MT899083.1"
"1008","d1.MT006147.1"
"1009","d1.MT006151.1"
"1010","d1.MT006154.1"
"1011","d1.MT006156.1"
"1012","d1.MT006182.1"
"1013","d1.MT006166.1"
"1014","d1.MN886824.1"
"1015","d1.MN886825.1"
"1016","d1.MT006183.1"
"1017","d1.MN886827.1"
"1018","d1.MN886828.1"
"1019","d1.MN886829.1"
"1020","d1.MN886826.1"
"1021","d1.MN886830.1"
"1022","d1.MN886831.1"
"1023","d1.MN886832.1"
"1024","d1.MN886834.1"
"1025","d1.MN886833.1"
"1026","d1.MN886836.1"
"1027","d1.MN886835.1"
"1028","d1.MN886837.1"
"1029","d1.MN886838.1"
"1030","d1.MN886841.1"
"1031","d1.MN886842.1"
"1032","d1.MN886839.1"
"1033","d1.MT076932.1"
"1034","d1.MN886840.1"
"1035","d1.MT076933.1"
"1036","d1.MT076934.1"
"1037","d1.MT076935.1"
"1038","d1.MN869904.1"
"1039","d1.MN869905.1"
"1040","d1.MN869906.1"
"1041","d1.MN869907.1"
"1042","d1.MN869909.1"
"1043","d1.MN869908.1"
"1044","d1.MN869911.1"
"1045","d1.MN869910.1"
"1046","d1.MN869913.1"
"1047","d1.MN869914.1"
"1048","d1.MK858117.2"
"1049","d1.MK858119.2"
"1050","d1.MK858118.2"
"1051","d1.MN869912.1"
"1052","d1.MK858120.2"
"1053","d1.MK858122.1"
"1054","d1.MK858125.2"
"1055","d1.MK858123.2"
"1056","d1.MK858126.2"
"1057","d1.MK858127.2"
"1058","d1.MK858128.2"
"1059","d1.MK858130.1"
"1060","d1.MK858132.2"
"1061","d1.MK858131.2"
"1062","d1.MK858133.2"
"1063","d1.MK858134.1"
"1064","d1.MK858136.2"
"1065","d1.MK858135.2"
"1066","d1.MK858138.2"
"1067","d1.MK858139.2"
"1068","d1.MK858140.2"
"1069","d1.MK858137.1"
"1070","d1.MK858141.2"
"1071","d1.MT397277.1"
"1072","d1.MT397276.1"
"1073","d1.LC436668.1"
"1074","d1.LC436667.1"
"1075","d1.MT447147.1"
"1076","d1.MK791752.1"
"1077","d1.MN556095.1"
"1078","d1.MT261954.1"
"1079","d1.MT261952.1"
"1080","d1.MT261951.1"
"1081","d1.MT261953.1"
"1082","d1.MK588396.1"
"1083","d1.MH048669.1"
"1084","d1.MN960676.1"
"1085","d1.MH048670.1"
"1086","d1.MK588397.1"
"1087","d1.MT261955.1"
"1088","d1.MN018285.1"
"1089","d1.MN960677.1"
"1090","d1.MN018286.1"
"1091","d1.MN018287.1"
"1092","d1.MN018290.1"
"1093","d1.MN018289.1"
"1094","d1.MN018288.1"
"1095","d1.MN018291.1"
"1096","d1.MN018292.1"
"1097","d1.MN018294.1"
"1098","d1.MN018293.1"
"1099","d1.MN018297.1"
"1100","d1.MN018295.1"
"1101","d1.MN018298.1"
"1102","d1.MN018296.1"
"1103","d1.MN018299.1"
"1104","d1.MN018300.1"
"1105","d1.MN018301.1"
"1106","d1.MN018302.1"
"1107","d1.MN018305.1"
"1108","d1.MN018304.1"
"1109","d1.MN018303.1"
"1110","d1.MN018307.1"
"1111","d1.MN018306.1"
"1112","d1.MN018308.1"
"1113","d1.MN018309.1"
"1114","d1.MN018313.1"
"1115","d1.MN018312.1"
"1116","d1.MN018311.1"
"1117","d1.MN018310.1"
"1118","d1.MN018314.1"
"1119","d1.MN018315.1"
"1120","d1.MN018316.1"
"1121","d1.MN018317.1"
"1122","d1.MN018318.1"
"1123","d1.MN018322.1"
"1124","d1.MN018319.1"
"1125","d1.MN018321.1"
"1126","d1.MN018323.1"
"1127","d1.MN018320.1"
"1128","d1.MN018324.1"
"1129","d1.MN018325.1"
"1130","d1.MN018326.1"
"1131","d1.MN018328.1"
"1132","d1.MN018329.1"
"1133","d1.MN018327.1"
"1134","d1.MN018331.1"
"1135","d1.MN018330.1"
"1136","d1.MN018332.1"
"1137","d1.MN018333.1"
"1138","d1.MN018335.1"
"1139","d1.MN018334.1"
"1140","d1.MN945984.1"
"1141","d1.MN018336.1"
"1142","d1.MN933653.1"
"1143","d1.MN933652.1"
"1144","d1.MN933654.1"
"1145","d1.MN933656.1"
"1146","d1.MN933655.1"
"1147","d1.MN933659.1"
"1148","d1.MN933661.1"
"1149","d1.MN933657.1"
"1150","d1.MN933660.1"
"1151","d1.MN933658.1"
"1152","d1.MN933662.1"
"1153","d1.MN933663.1"
"1154","d1.MN933664.1"
"1155","d1.MN933667.1"
"1156","d1.MN933668.1"
"1157","d1.MN933666.1"
"1158","d1.MN933665.1"
"1159","d1.MN933669.1"
"1160","d1.MN923077.1"
"1161","d1.MN923078.1"
"1162","d1.MN923080.1"
"1163","d1.MN923079.1"
"1164","d1.MN923081.1"
"1165","d1.MN923082.1"
"1166","d1.MN923083.1"
"1167","d1.MN923084.1"
"1168","d1.MN923085.1"
"1169","d1.MN923087.1"
"1170","d1.MN923088.1"
"1171","d1.MN923086.1"
"1172","d1.MN923089.1"
"1173","d1.MN923090.1"
"1174","d1.MN923092.1"
"1175","d1.MN923091.1"
"1176","d1.MN923096.1"
"1177","d1.MN923097.1"
"1178","d1.MN923094.1"
"1179","d1.MN923093.1"
"1180","d1.MN923095.1"
"1181","d1.MN923098.1"
"1182","d1.MN923099.1"
"1183","d1.MN923100.1"
"1184","d1.MN923105.1"
"1185","d1.MN923103.1"
"1186","d1.MN923104.1"
"1187","d1.MN923101.1"
"1188","d1.MN923102.1"
"1189","d1.MN912110.1"
"1190","d1.MN912109.1"
"1191","d1.MN923106.1"
"1192","d1.MN912111.1"
"1193","d1.MN912112.1"
"1194","d1.MN912113.1"
"1195","d1.MN912114.1"
"1196","d1.MN912115.1"
"1197","d1.MN912117.1"
"1198","d1.MN912118.1"
"1199","d1.MN912116.1"
"1200","d1.MN912119.1"
"1201","d1.MN912120.1"
"1202","d1.MN912121.1"
"1203","d1.MN912122.1"
"1204","d1.MN912124.1"
"1205","d1.MN912123.1"
"1206","d1.MN912126.1"
"1207","d1.MN912125.1"
"1208","d1.MN912128.1"
"1209","d1.MN912129.1"
"1210","d1.MN912130.1"
"1211","d1.MN912127.1"
"1212","d1.MN912133.1"
"1213","d1.MN912132.1"
"1214","d1.MN912131.1"
"1215","d1.MN912134.1"
"1216","d1.MN912135.1"
"1217","d1.MN912137.1"
"1218","d1.MN912136.1"
"1219","d1.MN912140.1"
"1220","d1.MN912138.1"
"1221","d1.MN912139.1"
"1222","d1.MN912141.1"
"1223","d1.MN912142.1"
"1224","d1.MN912143.1"
"1225","d1.MN912144.1"
"1226","d1.MN912146.1"
"1227","d1.MN912147.1"
"1228","d1.MN912145.1"
"1229","d1.MN912150.1"
"1230","d1.MN912149.1"
"1231","d1.MN912148.1"
"1232","d1.MN912151.1"
"1233","d1.MN912152.1"
"1234","d1.MN912155.1"
"1235","d1.MN912154.1"
"1236","d1.MN912153.1"
"1237","d1.MN912156.1"
"1238","d1.MN912158.1"
"1239","d1.MN912157.1"
"1240","d1.MN912159.1"
"1241","d1.MN912160.1"
"1242","d1.MN912162.1"
"1243","d1.MN912165.1"
"1244","d1.MN912163.1"
"1245","d1.MN912164.1"
"1246","d1.MN912161.1"
"1247","d1.MN912166.1"
"1248","d1.MN912167.1"
"1249","d1.MN912169.1"
"1250","d1.MN912168.1"
"1251","d1.MN912171.1"
"1252","d1.MN912170.1"
"1253","d1.MN912172.1"
"1254","d1.MN912174.1"
"1255","d1.MN912173.1"
"1256","d1.MN912175.1"
"1257","d1.MN912177.1"
"1258","d1.MN912176.1"
"1259","d1.MN912179.1"
"1260","d1.MN912178.1"
"1261","d1.MN912180.1"
"1262","d1.MN912181.1"
"1263","d1.MN912183.1"
"1264","d1.MN912185.1"
"1265","d1.MN912182.1"
"1266","d1.MN912184.1"
"1267","d1.MN912186.1"
"1268","d1.MN912188.1"
"1269","d1.MN912187.1"
"1270","d1.MN912189.1"
"1271","d1.MN912193.1"
"1272","d1.MN912190.1"
"1273","d1.MN912192.1"
"1274","d1.MN912196.1"
"1275","d1.MN912191.1"
"1276","d1.MN912194.1"
"1277","d1.MN912195.1"
"1278","d1.MN912199.1"
"1279","d1.MN912200.1"
"1280","d1.MN912197.1"
"1281","d1.MN912203.1"
"1282","d1.MN912198.1"
"1283","d1.MN912201.1"
"1284","d1.MN912202.1"
"1285","d1.MN912204.1"
"1286","d1.MN912206.1"
"1287","d1.MN912205.1"
"1288","d1.MN912207.1"
"1289","d1.MN912209.1"
"1290","d1.MN912208.1"
"1291","d1.MN912211.1"
"1292","d1.MN912210.1"
"1293","d1.MN912212.1"
"1294","d1.MN912213.1"
"1295","d1.MN912214.1"
"1296","d1.MN912216.1"
"1297","d1.MN912215.1"
"1298","d1.MN912217.1"
"1299","d1.MN912219.1"
"1300","d1.MN912218.1"
"1301","d1.MN912221.1"
"1302","d1.MN912220.1"
"1303","d1.MN912224.1"
"1304","d1.MN912222.1"
"1305","d1.MN912225.1"
"1306","d1.MN912223.1"
"1307","d1.MN912226.1"
"1308","d1.MN912227.1"
"1309","d1.MN912229.1"
"1310","d1.MN912228.1"
"1311","d1.MN912233.1"
"1312","d1.MN912231.1"
"1313","d1.MN912232.1"
"1314","d1.MN912230.1"
"1315","d1.MN912234.1"
"1316","d1.MN912235.1"
"1317","d1.MN912236.1"
"1318","d1.MN912237.1"
"1319","d1.MN912241.1"
"1320","d1.MN912239.1"
"1321","d1.MN912240.1"
"1322","d1.MN912238.1"
"1323","d1.MN912242.1"
"1324","d1.MN912243.1"
"1325","d1.MN912244.1"
"1326","d1.MN912248.1"
"1327","d1.MN912247.1"
"1328","d1.MG840530.1"
"1329","d1.MN912245.1"
"1330","d1.MN912246.1"
"1331","d1.MG840531.1"
"1332","d1.MG840532.1"
"1333","d1.MG840533.1"
"1334","d1.MG840537.1"
"1335","d1.MG840534.1"
"1336","d1.MG840538.1"
"1337","d1.MG840536.1"
"1338","d1.MG840539.1"
"1339","d1.MG840535.1"
"1340","d1.MG840540.1"
"1341","d1.MG840541.1"
"1342","d1.MG840543.1"
"1343","d1.MG840544.1"
"1344","d1.MG840542.1"
"1345","d1.MG840546.1"
"1346","d1.MG840545.1"
"1347","d1.MG840547.1"
"1348","d1.MG840549.1"
"1349","d1.MG840548.1"
"1350","d1.MG840552.1"
"1351","d1.MG840554.1"
"1352","d1.MG840551.1"
"1353","d1.MG840553.1"
"1354","d1.MG840550.1"
"1355","d1.MG840555.1"
"1356","d1.MG840556.1"
"1357","d1.MG840557.1"
"1358","d1.MG840559.1"
"1359","d1.MG840558.1"
"1360","d1.MG840561.1"
"1361","d1.MG840562.1"
"1362","d1.MG840560.1"
"1363","d1.MG840563.1"
"1364","d1.MG840564.1"
"1365","d1.MG840567.1"
"1366","d1.MG840565.1"
"1367","d1.MG840566.1"
"1368","d1.MG840568.1"
"1369","d1.MG840569.1"
"1370","d1.MG840570.1"
"1371","d1.MG840572.1"
"1372","d1.MG840571.1"
"1373","d1.MG840573.1"
"1374","d1.MG840574.1"
"1375","d1.MG840576.1"
"1376","d1.MG840575.1"
"1377","d1.MG840577.1"
"1378","d1.MG840579.1"
"1379","d1.MG840580.1"
"1380","d1.MG840578.1"
"1381","d1.MN621140.1"
"1382","d1.MN621141.1"
"1383","d1.MN639764.1"
"1384","d1.MN639765.1"
"1385","d1.MN639766.1"
"1386","d1.MN639768.1"
"1387","d1.MN639767.1"
"1388","d1.MN639769.1"
"1389","d1.MN577472.1"
"1390","d1.MH891767.1"
"1391","d1.LC428054.1"
"1392","d1.MN600714.1"
"1393","d1.MH891771.1"
"1394","d1.MN556094.1"
"1395","d1.LC428056.1"
"1396","d1.LC428053.1"
"1397","d1.LC428055.1"
"1398","d1.LC428059.1"
"1399","d1.LC428062.1"
"1400","d1.LC428057.1"
"1401","d1.LC428061.1"
"1402","d1.LC428064.1"
"1403","d1.LC428060.1"
"1404","d1.LC428058.1"
"1405","d1.LC428063.1"
"1406","d1.LC428065.1"
"1407","d1.LC428066.1"
"1408","d1.LC428067.1"
"1409","d1.LC428068.1"
"1410","d1.LC428070.1"
"1411","d1.LC428069.1"
"1412","d1.LC428071.1"
"1413","d1.LC428072.1"
"1414","d1.LC428074.1"
"1415","d1.LC428075.1"
"1416","d1.LC428076.1"
"1417","d1.LC428078.1"
"1418","d1.LC428077.1"
"1419","d1.MN444623.1"
"1420","d1.LC428073.1"
"1421","d1.LC428080.1"
"1422","d1.LC428079.1"
"1423","d1.MG181997.1"
"1424","d1.MG097875.1"
"1425","d1.MK905537.1"
"1426","d1.MN444624.1"
"1427","d1.MH271404.1"
"1428","d1.MH271403.1"
"1429","d1.MG097876.1"
"1430","d1.MH271402.1"
"1431","d1.MH271405.1"
"1432","d1.MK506262.1"
"1433","d1.MH271406.1"
"1434","d1.KY672932.1"
"1435","d1.KY672931.1"
"1436","d1.KY672933.1"
"1437","d1.KY672934.1"
"1438","d1.KY672936.1"
"1439","d1.KY672938.1"
"1440","d1.KY672935.1"
"1441","d1.KY672937.1"
"1442","d1.KY672941.1"
"1443","d1.KY672940.1"
"1444","d1.KY672942.1"
"1445","d1.KY672939.1"
"1446","d1.KY672943.1"
"1447","d1.KY672944.1"
"1448","d1.MH823207.1"
"1449","d1.MG721063.1"
"1450","d1.MG721060.1"
"1451","d1.MH822959.1"
"1452","d1.MH822958.1"
"1453","d1.MH921566.1"
"1454","d1.MH921567.1"
"1455","d1.LC410183.1"
"1456","d1.KY057365.1"
"1457","d1.KY057368.1"
"1458","d1.KY057367.1"
"1459","d1.KY057366.1"
"1460","d1.KY057369.1"
"1461","d1.KY057371.1"
"1462","d1.KY057370.1"
"1463","d1.KY057372.1"
"1464","d1.KY057373.1"
"1465","d1.MG767211.1"
"1466","d1.MG518567.1"
"1467","d1.MG877553.1"
"1468","d1.MG877552.1"
"1469","d1.MG877554.1"
"1470","d1.MG877555.1"
"1471","d1.MG877556.1"
"1472","d1.MG877557.1"
"1473","d1.MF033196.1"
"1474","d1.MF033197.1"
"1475","d1.MF033199.1"
"1476","d1.MF033200.1"
"1477","d1.MF033198.1"
"1478","d1.MF033201.1"
"1479","d1.MF033202.1"
"1480","d1.MF033203.1"
"1481","d1.MF033206.1"
"1482","d1.MF033205.1"
"1483","d1.MF033204.1"
"1484","d1.MF033208.1"
"1485","d1.MF033207.1"
"1486","d1.MF033209.1"
"1487","d1.MF033210.1"
"1488","d1.MF033211.1"
"1489","d1.MF033212.1"
"1490","d1.MF033213.1"
"1491","d1.MF033214.1"
"1492","d1.MF033215.1"
"1493","d1.MF033216.1"
"1494","d1.MF033217.1"
"1495","d1.MF033218.1"
"1496","d1.MF033219.1"
"1497","d1.MF033220.1"
"1498","d1.MF033223.1"
"1499","d1.MF033222.1"
"1500","d1.MF033221.1"
"1501","d1.MF033224.1"
"1502","d1.MF033225.1"
"1503","d1.MF033226.1"
"1504","d1.MF033227.1"
"1505","d1.MF033228.1"
"1506","d1.MF033230.1"
"1507","d1.MF033229.1"
"1508","d1.MF033231.1"
"1509","d1.MF033233.1"
"1510","d1.MF033232.1"
"1511","d1.MF033234.1"
"1512","d1.MF033237.1"
"1513","d1.MF033235.1"
"1514","d1.MF033238.1"
"1515","d1.MF033236.1"
"1516","d1.MF033239.1"
"1517","d1.MF033241.1"
"1518","d1.MF033240.1"
"1519","d1.MF033242.1"
"1520","d1.MF033243.1"
"1521","d1.MF033246.1"
"1522","d1.MF033244.1"
"1523","d1.MF033247.1"
"1524","d1.MF033245.1"
"1525","d1.MF033251.1"
"1526","d1.MF033248.1"
"1527","d1.MF033250.1"
"1528","d1.MF033249.1"
"1529","d1.MF033253.1"
"1530","d1.MF033252.1"
"1531","d1.MF033254.1"
"1532","d1.MF033255.1"
"1533","d1.MF033256.1"
"1534","d1.MF033258.1"
"1535","d1.MF033257.1"
"1536","d1.MF033259.1"
"1537","d1.MF033260.1"
"1538","d1.MF033261.1"
"1539","d1.MG560266.1"
"1540","d1.MG560265.1"
"1541","d1.MG560267.1"
"1542","d1.MG560268.1"
"1543","d1.MG560269.1"
"1544","d1.MG679801.1"
"1545","d1.MH450312.1"
"1546","d1.MG679800.1"
"1547","d1.KX618706.1"
"1548","d1.KX618705.1"
"1549","d1.LC335871.1"
"1550","d1.LC335872.1"
"1551","d1.LC335873.1"
"1552","d1.LC335874.1"
"1553","d1.LC335875.1"
"1554","d1.LC335877.1"
"1555","d1.LC335878.1"
"1556","d1.LC335879.1"
"1557","d1.LC335880.1"
"1558","d1.LC335876.1"
"1559","d1.LC335881.1"
"1560","d1.MF004384.1"
"1561","d1.MF314188.1"
"1562","d1.KY926849.1"
"1563","d1.KY926848.1"
"1564","d1.KY849701.1"
"1565","d1.KY849702.1"
"1566","d1.KY849704.1"
"1567","d1.KY849705.1"
"1568","d1.KY849706.1"
"1569","d1.KY849707.1"
"1570","d1.KY849708.1"
"1571","d1.KY849710.1"
"1572","d1.KY849711.1"
"1573","d1.KY849709.1"
"1574","d1.KY849715.1"
"1575","d1.KY849712.1"
"1576","d1.KY849714.1"
"1577","d1.KY849713.1"
"1578","d1.KY849716.1"
"1579","d1.KY849717.1"
"1580","d1.KY849719.1"
"1581","d1.KY849718.1"
"1582","d1.KY849720.1"
"1583","d1.KY849703.1"
"1584","d1.KY849721.1"
"1585","d1.KY849722.1"
"1586","d1.KY849723.1"
"1587","d1.KY849726.1"
"1588","d1.KY849724.1"
"1589","d1.KY849727.1"
"1590","d1.KY849725.1"
"1591","d1.KY849729.1"
"1592","d1.KY849730.1"
"1593","d1.KY849731.1"
"1594","d1.KY849732.1"
"1595","d1.KY849734.1"
"1596","d1.KY849728.1"
"1597","d1.KY849733.1"
"1598","d1.KY849735.1"
"1599","d1.KY849736.1"
"1600","d1.KY849737.1"
"1601","d1.KY849740.1"
"1602","d1.KY849739.1"
"1603","d1.KY849742.1"
"1604","d1.KY849741.1"
"1605","d1.KY849738.1"
"1606","d1.KY849743.1"
"1607","d1.KY849744.1"
"1608","d1.KY849745.1"
"1609","d1.KY849747.1"
"1610","d1.KY849749.1"
"1611","d1.KY849750.1"
"1612","d1.KY849746.1"
"1613","d1.KY849748.1"
"1614","d1.KY849751.1"
"1615","d1.MF681693.1"
"1616","d1.MF683117.1"
"1617","d1.KY474304.1"
"1618","d1.KY474305.1"
"1619","d1.KY474303.1"
"1620","d1.MF681692.1"
"1621","d1.MF683116.1"
"1622","d1.KY474306.1"
"1623","d1.KY474307.1"
"1624","d1.KY496854.1"
"1625","d1.KY496855.1"
"1626","d1.KX951690.1"
"1627","d1.KX951689.1"
"1628","d1.KY496856.1"
"1629","d1.MF797878.1"
"1630","d1.KT827364.1"
"1631","d1.KT827366.1"
"1632","d1.KT827365.1"
"1633","d1.KT827367.1"
"1634","d1.MF405201.1"
"1635","d1.KT827369.1"
"1636","d1.KT827368.1"
"1637","d1.KT827370.1"
"1638","d1.KT827373.1"
"1639","d1.KT827372.1"
"1640","d1.KT827371.1"
"1641","d1.KT827375.1"
"1642","d1.KT827374.1"
"1643","d1.KT827376.1"
"1644","d1.KT827377.1"
"1645","d1.KT827379.1"
"1646","d1.KT827378.1"
"1647","d1.KX595191.1"
"1648","d1.KY829115.1"
"1649","d1.KX452052.1"
"1650","d1.KX452051.1"
"1651","d1.KX452050.1"
"1652","d1.KX452053.1"
"1653","d1.KX452054.1"
"1654","d1.KX452056.1"
"1655","d1.KX452057.1"
"1656","d1.KX452055.1"
"1657","d1.KX452060.1"
"1658","d1.KX452058.1"
"1659","d1.KX452059.1"
"1660","d1.KX452062.1"
"1661","d1.KX452064.1"
"1662","d1.KX452061.1"
"1663","d1.KX452065.1"
"1664","d1.KX452063.1"
"1665","d1.KX452067.1"
"1666","d1.KX452066.1"
"1667","d1.KX452068.1"
"1668","d1.KY921902.1"
"1669","d1.KY921903.1"
"1670","d1.KX459386.1"
"1671","d1.KX459387.1"
"1672","d1.KX459388.1"
"1673","d1.KX459389.1"
"1674","d1.KX459390.1"
"1675","d1.KX459392.1"
"1676","d1.KX459391.1"
"1677","d1.KX621249.1"
"1678","d1.KX621250.1"
"1679","d1.KX621251.1"
"1680","d1.KX621252.1"
"1681","d1.KU509249.1"
"1682","d1.KU509251.1"
"1683","d1.KU509250.1"
"1684","d1.KU509252.1"
"1685","d1.KU509254.1"
"1686","d1.KU509255.1"
"1687","d1.KU509253.1"
"1688","d1.KU509257.1"
"1689","d1.KU509256.1"
"1690","d1.KU509258.1"
"1691","d1.KU509260.1"
"1692","d1.KU509259.1"
"1693","d1.KU509261.1"
"1694","d1.KU509262.1"
"1695","d1.KU509263.1"
"1696","d1.KU509264.1"
"1697","d1.KU509266.1"
"1698","d1.KX225483.1"
"1699","d1.KX225484.1"
"1700","d1.KX225490.1"
"1701","d1.KX225488.1"
"1702","d1.KX225489.1"
"1703","d1.KX225487.1"
"1704","d1.KX225491.1"
"1705","d1.KX225492.1"
"1706","d1.KX225493.1"
"1707","d1.KX620451.1"
"1708","d1.KX620452.1"
"1709","d1.KX620454.1"
"1710","d1.KX620453.1"
"1711","d1.KX620455.1"
"1712","d1.KU666939.1"
"1713","d1.KU666940.1"
"1714","d1.KU666941.1"
"1715","d1.KU666943.1"
"1716","d1.KU666942.1"
"1717","d1.KP188539.1"
"1718","d1.KP188540.1"
"1719","d1.KP188541.1"
"1720","d1.KP188542.1"
"1721","d1.KP188543.1"
"1722","d1.KP188544.1"
"1723","d1.KP188545.1"
"1724","d1.KP188547.1"
"1725","d1.KP188546.1"
"1726","d1.KP188548.1"
"1727","d1.KP188567.1"
"1728","d1.KP188568.1"
"1729","d1.KX380797.1"
"1730","d1.KX380796.1"
"1731","d1.KX380798.1"
"1732","d1.KX380799.1"
"1733","d1.KX380800.1"
"1734","d1.KX380801.1"
"1735","d1.KX380802.1"
"1736","d1.KX380804.1"
"1737","d1.KX380803.1"
"1738","d1.KX380805.1"
"1739","d1.KX380806.1"
"1740","d1.KU365900.1"
"1741","d1.KX458013.1"
"1742","d1.KX458014.1"
"1743","d1.KX224261.2"
"1744","d1.KX224263.2"
"1745","d1.KU094071.1"
"1746","d1.KT831765.1"
"1747","d1.KJ755855.1"
"1748","d1.KM403575.1"
"1749","d1.KM403576.1"
"1750","d1.KM403577.1"
"1751","d1.KM403579.1"
"1752","d1.KM403578.1"
"1753","d1.KM403580.1"
"1754","d1.KM403581.1"
"1755","d1.KM403582.1"
"1756","d1.KM403584.1"
"1757","d1.KM403583.1"
"1758","d1.KM403585.1"
"1759","d1.KM403586.1"
"1760","d1.KM403589.1"
"1761","d1.KM403588.1"
"1762","d1.KM403587.1"
"1763","d1.KM403591.1"
"1764","d1.KM403590.1"
"1765","d1.KM403592.1"
"1766","d1.KM403593.1"
"1767","d1.KM403594.1"
"1768","d1.KM403595.1"
"1769","d1.KM403596.1"
"1770","d1.KM403597.1"
"1771","d1.KM403598.1"
"1772","d1.KM403600.1"
"1773","d1.KM403601.1"
"1774","d1.KM403599.1"
"1775","d1.KM403603.1"
"1776","d1.KM403602.1"
"1777","d1.KM403605.1"
"1778","d1.KM403604.1"
"1779","d1.KM403606.1"
"1780","d1.KM403608.1"
"1781","d1.KM403609.1"
"1782","d1.KM403607.1"
"1783","d1.KM403610.1"
"1784","d1.KM403611.1"
"1785","d1.KM403613.1"
"1786","d1.KM403612.1"
"1787","d1.KM403616.1"
"1788","d1.KM403615.1"
"1789","d1.KM403614.1"
"1790","d1.KM403617.1"
"1791","d1.KM403619.1"
"1792","d1.KM403621.1"
"1793","d1.KM403620.1"
"1794","d1.KM403618.1"
"1795","d1.KM403623.1"
"1796","d1.KM403622.1"
"1797","d1.KM403624.1"
"1798","d1.KM403625.1"
"1799","d1.KM403626.1"
"1800","d1.KM403627.1"
"1801","d1.KM403628.1"
"1802","d1.KM403629.1"
"1803","d1.KM403630.1"
"1804","d1.KM403631.1"
"1805","d1.KM403632.1"
"1806","d1.KM403633.1"
"1807","d1.KM403634.1"
"1808","d1.LC128301.1"
"1809","d1.KM403635.1"
"1810","d1.KM403636.1"
"1811","d1.KR024705.1"
"1812","d1.KR024706.1"
"1813","d1.KR024708.1"
"1814","d1.KR024707.1"
"1815","d1.KT187559.1"
"1816","d1.KT187560.1"
"1817","d1.KT187563.1"
"1818","d1.KT187561.1"
"1819","d1.KT187562.1"
"1820","d1.KT187564.1"
"1821","d1.KP406803.1"
"1822","d1.KP406802.1"
"1823","d1.KP406801.1"
"1824","d1.KT279761.2"
"1825","d1.KF289073.1"
"1826","d1.KR028435.1"
"1827","d1.KP723473.1"
"1828","d1.KP723476.1"
"1829","d1.KR779783.2"
"1830","d1.KJ806939.2"
"1831","d1.KJ806941.2"
"1832","d1.KP686070.1"
"1833","d1.KJ806943.2"
"1834","d1.KJ806945.2"
"1835","d1.KJ806944.2"
"1836","d1.KJ806946.2"
"1837","d1.KJ806947.2"
"1838","d1.KJ806950.2"
"1839","d1.KJ806949.2"
"1840","d1.KJ806951.2"
"1841","d1.KJ806959.2"
"1842","d1.KJ806953.2"
"1843","d1.KJ806961.2"
"1844","d1.KJ806963.2"
"1845","d1.KC762620.1"
"1846","d1.KP398852.1"
"1847","d1.KC762621.1"
"1848","d1.KC762622.1"
"1849","d1.KC762623.1"
"1850","d1.KC762624.1"
"1851","d1.KC762625.1"
"1852","d1.KC762626.1"
"1853","d1.KC762628.1"
"1854","d1.KC762627.1"
"1855","d1.KC762629.1"
"1856","d1.KC762630.1"
"1857","d1.KC762631.1"
"1858","d1.KC762632.1"
"1859","d1.KC762635.1"
"1860","d1.KC762634.1"
"1861","d1.KC762633.1"
"1862","d1.KC762636.1"
"1863","d1.KC762638.1"
"1864","d1.KC762639.1"
"1865","d1.KC762637.1"
"1866","d1.KC762640.1"
"1867","d1.KC762641.1"
"1868","d1.KC762643.1"
"1869","d1.KC762644.1"
"1870","d1.KC762642.1"
"1871","d1.KC762645.1"
"1872","d1.KC762646.1"
"1873","d1.KC762648.1"
"1874","d1.KC762647.1"
"1875","d1.KC762651.1"
"1876","d1.KC762649.1"
"1877","d1.KC762650.1"
"1878","d1.KC762652.1"
"1879","d1.KC762653.1"
"1880","d1.KJ649286.1"
"1881","d1.KC762654.1"
"1882","d1.LC016760.1"
"1883","d1.KF973453.1"
"1884","d1.KF973454.1"
"1885","d1.KF973456.1"
"1886","d1.KF973455.1"
"1887","d1.KF973457.1"
"1888","d1.KF973458.1"
"1889","d1.KF973459.1"
"1890","d1.KF973460.1"
"1891","d1.KF973461.1"
"1892","d1.KF973463.1"
"1893","d1.KF973464.1"
"1894","d1.KF973462.1"
"1895","d1.KF973465.1"
"1896","d1.KF973466.1"
"1897","d1.KF973467.1"
"1898","d1.KF973468.1"
"1899","d1.KF973470.1"
"1900","d1.KF973469.1"
"1901","d1.KF973471.1"
"1902","d1.KF973472.1"
"1903","d1.KF973473.1"
"1904","d1.KF973474.1"
"1905","d1.LC011945.1"
"1906","d1.KF973475.1"
"1907","d1.LC011946.1"
"1908","d1.LC011947.1"
"1909","d1.LC011948.1"
"1910","d1.KM204119.1"
"1911","d1.LC011949.1"
"1912","d1.KJ468234.1"
